# IMAGENAME e1 e2 V0.5.6A RZP SEEING
OMEGA.2012-01-21T02:39:08.941 -0.00754909 0.0152667 1 0.000346000 0.733507
OMEGA.2012-01-21T02:40:33.602 0.00316952 0.0130372 1 -0.000346000 0.717120
OMEGA.2012-10-23T07:22:59.909 0.0219180 0.0101385 1 0.00110500 0.839463
OMEGA.2012-10-23T07:24:39.568 0.0307485 0.00216189 1 -0.00110500 0.922738
OMEGA.2012-01-16T02:25:10.477 0.00576622 -0.00442416 1 -0.00192400 1.10571
OMEGA.2012-01-16T02:26:35.358 -0.0341884 0.00558067 1 0.00192400 0.999789
OMEGA.2013-09-02T09:08:08.790 -0.00246152 -0.00269768 1 0.00179300 1.14925
OMEGA.2013-09-02T09:09:43.020 0.00480215 0.0155791 1 -0.00179300 1.24344
OMEGA.2012-10-13T07:27:50.478 0.000922583 0.00821837 1 0.00323100 1.37082
OMEGA.2012-10-13T07:29:15.258 0.00171684 0.00427611 1 -0.00323100 1.30511
OMEGA.2012-10-12T07:04:03.672 0.00647066 0.00215303 0 -0.0405160 1.97278
OMEGA.2012-10-12T07:05:30.023 0.00672535 -0.00875077 0 -0.0329270 2.30644
OMEGA.2013-01-03T01:54:37.356 0.00535605 -0.00941120 1 0.0364400 0.702532
OMEGA.2013-01-03T01:56:04.757 -0.00805492 0.000397389 1 0.0370030 0.712467
OMEGA.2012-10-26T02:48:36.062 0.0270206 0.00454918 1 0.00158400 0.726515
OMEGA.2012-10-26T02:50:02.122 -0.0196782 -0.00180884 1 -0.00158400 0.654303
OMEGA.2012-09-13T08:06:47.987 -0.0357731 0.0102920 1 -5.80000e-05 0.626532
OMEGA.2012-09-13T08:08:19.177 -0.0444902 0.0110904 1 5.80000e-05 0.594088
OMEGA.2012-09-09T06:28:07.244 -0.0198924 0.0267987 1 0.0154890 0.849157
OMEGA.2012-09-09T06:29:36.095 -0.00496783 0.0157750 1 -0.0154890 0.903116
OMEGA.2011-11-24T06:30:41.834 0.0261818 0.00304240 1 0.000259000 0.769487
OMEGA.2011-11-24T06:32:08.555 0.0207712 0.00470489 1 -0.000259000 0.865831
OMEGA.2012-09-28T07:07:02.196 0.00261948 -0.0660887 0 0.0919850 2.06620
OMEGA.2012-09-28T07:08:47.736 0.00366727 -0.100136 0 0.0930170 1.89595
OMEGA.2013-01-12T01:32:43.325 0.0693944 -0.0258637 0 -0.178307 0.751995
OMEGA.2013-01-12T01:34:26.715 0.0716087 0.0605958 1 -0.00669500 0.778802
OMEGA.2012-09-12T07:04:07.920 0.0822737 -0.0103128 1 -0.000121000 0.754724
OMEGA.2012-09-12T07:05:36.241 0.0345338 0.00218328 1 0.000121000 0.761292
OMEGA.2011-10-28T07:38:44.807 0.107600 0.0166406 1 0.000402000 0.824702
OMEGA.2011-10-28T07:40:18.759 0.0806760 0.0168206 1 -0.000402000 0.825289
OMEGA.2012-10-24T03:47:41.615 -0.00297917 -0.00373109 1 -0.000559000 0.461681
OMEGA.2012-10-24T03:49:07.585 0.00796256 0.00746613 1 0.000559000 0.495497
OMEGA.2011-12-22T04:18:17.586 0.0220093 -0.00741003 1 0.000367000 1.03335
OMEGA.2011-12-22T04:19:44.267 0.0319784 0.0124713 1 -0.000367000 0.988682
OMEGA.2011-12-30T03:39:02.091 0.0509031 0.00209248 1 0.00160000 0.779065
OMEGA.2011-12-30T03:40:45.173 0.0489596 0.00190370 1 -0.00160000 0.805438
OMEGA.2012-01-20T02:00:52.413 0.0178666 -0.00607145 1 0.000818000 0.741980
OMEGA.2012-01-20T02:02:21.043 0.00741785 -0.00577699 1 -0.000818000 0.719210
OMEGA.2012-10-12T07:26:14.016 -0.00575938 0.00709310 0 0.0151410 1.96915
OMEGA.2012-10-12T07:27:46.696 -0.00663572 0.0108976 0 0.0127490 2.18042
OMEGA.2012-11-14T05:28:47.105 -0.00113612 0.00638594 1 -0.0125160 1.26046
OMEGA.2012-11-14T05:30:20.665 -0.0162053 0.00984838 1 -0.0153750 1.34290
OMEGA.2012-09-19T08:10:33.042 -0.00811471 -0.0158220 1 -0.00479300 1.48268
OMEGA.2012-09-19T08:11:57.842 -0.00461920 0.00489760 1 0.00479300 1.22211
OMEGA.2012-01-19T02:26:07.462 0.00127521 0.00479496 1 0.00230700 0.893497
OMEGA.2012-01-19T02:27:32.123 -0.00859570 -0.0228949 1 -0.00230700 0.978567
OMEGA.2011-12-02T05:06:00.361 0.0116719 0.00707545 1 0.00109400 1.16790
OMEGA.2011-12-02T05:07:40.272 0.0134673 0.00862024 1 -0.00109400 1.11167
OMEGA.2012-08-08T08:51:41.287 0.00940622 0.00888389 1 0.000490000 1.01934
OMEGA.2012-08-08T08:53:10.416 0.0107239 -0.0132966 1 -0.000490000 1.02532
OMEGA.2012-11-08T04:02:59.915 0.00844216 0.00669235 1 0.000306000 0.771221
OMEGA.2012-11-08T04:04:33.145 0.00438013 0.00727918 1 -0.000306000 0.923234
OMEGA.2011-12-30T03:10:56.784 -0.00106878 -0.0351560 1 -0.00327100 0.804716
OMEGA.2011-12-30T03:12:21.626 0.0201038 3.13699e-05 1 0.00327100 0.755886
OMEGA.2011-11-28T05:14:06.354 0.0122154 0.00399846 1 0.00198500 0.646806
OMEGA.2011-11-28T05:15:31.895 0.0105699 0.0358094 1 -0.00198500 0.664115
OMEGA.2012-01-14T02:43:23.710 0.0118862 -0.0324599 1 -0.0522920 0.884657
OMEGA.2012-01-14T02:45:03.601 0.0141635 -0.0269662 1 -0.0529400 0.872438
OMEGA.2013-09-01T07:58:47.661 0.00293997 0.00100551 0 0.0545620 1.52982
OMEGA.2013-09-01T08:00:33.571 -0.00139090 0.00527127 0 0.0506710 1.53025
OMEGA.2012-08-05T09:52:50.243 -0.00372070 0.0116229 1 0.00918100 0.791138
OMEGA.2012-08-05T09:54:15.704 -0.0267623 -0.0186014 1 0.00877200 0.816441
OMEGA.2012-09-04T07:33:58.165 0.00623806 -0.00917397 1 -0.0111790 0.961167
OMEGA.2012-09-04T07:35:27.335 -0.00788337 0.000596591 1 -0.00677400 1.02022
OMEGA.2011-12-20T03:43:52.293 0.00289274 -0.0195786 1 -0.000673000 0.927747
OMEGA.2011-12-20T03:45:23.754 -0.00454945 -0.00943676 1 0.000673000 0.861176
OMEGA.2011-12-15T04:33:08.057 -0.0125647 0.00945842 1 -0.00157800 0.814901
OMEGA.2011-12-15T04:34:34.128 -0.00518779 0.0109862 1 0.00157800 0.854020
OMEGA.2012-01-16T02:08:59.478 -0.0199620 0.00326610 1 0.00281100 1.66754
OMEGA.2012-01-16T02:10:25.048 -0.0151120 -0.0138631 1 -0.00281100 1.64380
OMEGA.2011-11-23T06:20:23.725 -0.0108009 -0.0228720 1 0.00311100 1.04988
OMEGA.2011-11-23T06:22:07.336 0.00259022 -0.00721164 1 -0.00311100 0.978621
OMEGA.2012-08-08T08:38:49.804 -0.00119812 0.000515321 1 -0.00171100 1.11758
OMEGA.2012-08-08T08:40:16.984 0.0150909 0.00337068 1 0.00171100 0.939822
OMEGA.2012-12-14T03:38:41.321 -0.0310233 -0.00882669 1 -0.00131700 0.781635
OMEGA.2012-12-14T03:40:15.022 0.000513883 0.00590135 1 0.00131700 0.711970
OMEGA.2012-01-17T02:33:47.739 -0.0149250 -0.0169649 1 0.00263400 0.743508
OMEGA.2012-01-17T02:35:16.560 -0.0180488 0.0135373 1 -0.00263400 0.710748
OMEGA.2012-10-18T07:15:37.515 0.00597913 0.00396906 1 -0.0194320 0.700960
OMEGA.2012-10-18T07:17:02.385 -0.000343879 0.00316395 1 -0.0185990 0.736218
OMEGA.2012-11-25T01:03:52.142 -0.0101040 0.0270467 1 -0.0405570 1.06834
OMEGA.2012-11-25T01:05:17.193 -0.0164521 0.0495630 1 -0.0419090 1.02816
OMEGA.2012-12-17T03:25:32.721 -0.00799740 0.0217415 1 0.0610590 0.986898
OMEGA.2012-12-17T03:26:58.651 -0.0222431 -0.0114747 1 0.0594380 0.975101
OMEGA.2011-10-26T07:26:50.059 0.00370185 -0.00716909 1 0.0738890 1.18829
OMEGA.2011-10-26T07:28:33.570 -0.00258488 -0.0178350 1 0.0678320 1.17793
OMEGA.2011-11-29T06:21:10.680 0.0952737 0.0201652 1 -0.0689080 0.779669
OMEGA.2011-11-29T06:22:51.011 0.0914001 0.0293835 1 -0.0728130 0.764948
OMEGA.2012-09-30T05:18:18.281 -0.0520378 0.0478888 1 0.00315300 0.719928
OMEGA.2012-09-30T05:19:44.361 -0.0558117 0.0530440 1 0.00389300 0.725575
OMEGA.2012-10-06T02:55:56.158 0.0138743 -0.0469728 0 -0.00746500 1.42799
OMEGA.2012-10-06T02:57:25.010 0.0307787 -0.0185555 0 -0.00472000 1.42256
OMEGA.2012-10-22T03:52:55.585 0.0393589 0.0101757 1 0.00536100 0.808241
OMEGA.2012-10-22T03:54:20.516 0.0362816 -0.00506684 1 -0.000223000 0.691539
OMEGA.2012-11-14T02:40:28.206 0.0121118 -0.0113001 1 -0.00458800 1.21602
OMEGA.2012-11-14T02:41:58.126 0.0165139 0.00169054 1 0.00458800 1.00864
OMEGA.2012-10-07T05:18:24.759 -0.0139515 0.00403115 1 -0.000810000 0.896713
OMEGA.2012-10-07T05:19:50.759 -0.0143683 -0.00952984 1 0.000810000 0.783606
OMEGA.2011-12-19T04:17:16.043 -0.0137080 0.00113274 1 0.00000 0.980943
OMEGA.2012-10-21T07:28:26.352 0.00448405 -0.0194741 1 0.000817000 0.790831
OMEGA.2012-10-21T07:30:10.172 -0.00571707 -0.00928231 1 -0.000817000 0.815146
OMEGA.2011-12-21T04:09:32.464 -0.0581105 -0.0373207 0 0.0328810 1.71514
OMEGA.2011-12-21T04:10:58.215 -0.00118704 -0.0309552 0 0.0375410 1.96415
OMEGA.2012-10-09T08:01:37.905 -0.0430272 0.0203692 1 -0.0349640 0.851018
OMEGA.2012-10-09T08:03:02.725 0.0230242 0.0277366 1 -0.0354580 0.811071
OMEGA.2011-11-25T05:51:58.153 -0.00716644 0.000783697 1 0.00130100 0.893587
OMEGA.2011-11-25T05:53:29.454 -0.00622652 -0.00649447 1 -0.00130100 0.881844
OMEGA.2011-11-20T06:32:31.367 0.0201128 -0.0202444 1 -0.000442000 1.22226
OMEGA.2011-11-20T06:33:57.698 0.0239009 -0.0159516 1 0.000442000 1.29773
OMEGA.2012-01-26T01:28:38.561 -0.0140040 0.0135056 1 -0.0597250 0.985595
OMEGA.2012-01-26T01:30:04.462 0.0134753 0.00117549 1 0.0597250 0.925557
OMEGA.2012-09-13T06:43:05.654 0.0217574 -0.00488448 1 -0.000771000 0.691035
OMEGA.2012-09-13T06:44:46.624 0.0351930 0.0131431 1 0.000771000 0.710350
OMEGA.2012-09-04T07:48:20.867 -0.0176341 -0.000953649 1 -0.00288400 0.779690
OMEGA.2012-09-04T07:49:50.697 -0.00606048 -0.00369737 1 0.00288400 0.859266
OMEGA.2011-11-22T06:07:30.757 0.0266333 0.0100471 1 0.000651000 0.677843
OMEGA.2011-11-22T06:09:04.518 0.0284479 0.0141790 1 -0.000651000 0.664624
OMEGA.2011-11-17T06:47:12.012 -0.0102589 0.000796478 1 0.00106400 1.35442
OMEGA.2011-11-17T06:48:36.903 -0.00948004 -0.0164419 1 0.00353800 1.36936
OMEGA.2012-10-13T07:53:58.071 -0.0215692 -0.0126201 1 0.000886000 1.15942
OMEGA.2012-10-13T07:55:22.962 -0.000795162 -0.0211971 1 -0.00548800 1.16264
OMEGA.2012-01-21T02:42:29.233 0.0184080 0.0131202 1 -0.000744000 0.768040
OMEGA.2012-01-21T02:43:57.574 0.00405348 0.00522574 1 0.000744000 0.747174
OMEGA.2012-10-23T07:26:51.109 0.00448172 -0.00686807 1 0.000640000 1.12256
OMEGA.2012-10-23T07:28:31.969 0.0173496 0.00708447 1 -0.000640000 1.04716
OMEGA.2012-01-16T02:28:31.010 -0.0158251 -0.0109089 1 -0.00107900 1.03475
OMEGA.2012-01-16T02:29:57.591 -0.0232260 0.00158440 1 0.00107900 1.01789
OMEGA.2011-10-28T07:42:15.490 0.0855373 0.0158591 1 -0.000987000 0.916383
OMEGA.2011-10-28T07:43:50.401 0.0947735 0.0275508 1 0.000987000 1.05041
OMEGA.2012-10-24T03:51:13.086 0.00377727 -0.0257878 1 -0.00248900 0.488056
OMEGA.2012-10-24T03:52:41.627 -0.00707736 -0.0150017 1 0.00248900 0.501608
OMEGA.2011-12-22T04:21:41.038 0.0115496 0.00977705 1 -0.00148400 1.00196
OMEGA.2011-12-22T04:23:05.909 0.0149567 0.00546063 1 0.00148400 0.950079
OMEGA.2011-12-30T03:42:58.514 0.0389532 -0.00403438 1 0.00127300 0.778924
OMEGA.2011-12-30T03:44:38.334 0.0449792 -0.00622609 1 -0.00127300 0.786523
OMEGA.2012-01-20T02:04:18.134 0.00187868 -0.0227676 1 0.00154400 0.874655
OMEGA.2012-01-20T02:05:44.996 0.00777369 0.0194922 1 -0.00154400 0.941314
OMEGA.2013-09-02T09:11:18.141 0.0192284 0.00775552 1 -0.00234200 1.41899
OMEGA.2013-09-02T09:12:52.361 -0.00962759 0.0180030 1 0.00234200 1.46490
OMEGA.2012-10-13T07:31:16.448 0.0237908 0.0200442 1 -0.00406900 1.39988
OMEGA.2012-10-13T07:32:43.629 -0.00736468 -0.00636240 1 0.00406900 1.26561
OMEGA.2012-10-12T07:07:34.863 0.0149736 -0.0150734 0 -0.0365020 2.04201
OMEGA.2012-10-12T07:09:03.404 0.00223506 -0.0109084 0 -0.0572430 1.84771
OMEGA.2013-01-03T01:57:40.256 -0.00968574 0.00269134 1 0.0478240 0.712143
OMEGA.2013-01-03T01:59:08.727 0.00399639 -0.00675839 1 0.0459210 0.706535
OMEGA.2012-10-26T02:52:14.763 -0.0340301 -0.0213633 1 -0.00327800 0.707710
OMEGA.2012-10-26T02:53:39.733 0.0220115 -0.0462474 1 0.00327800 0.791515
OMEGA.2012-09-13T08:10:37.478 -0.0373185 0.00399714 1 -0.00135000 0.615973
OMEGA.2012-09-13T08:12:11.938 -0.0441932 0.00609442 1 0.00135000 0.576367
OMEGA.2012-09-09T06:31:38.855 -0.0210970 -0.0216602 1 -0.00470500 0.902989
OMEGA.2012-09-09T06:33:07.835 0.0208517 0.0320973 1 0.00470500 0.934390
OMEGA.2011-11-24T06:33:59.086 0.0197242 0.00579290 1 0.00104300 0.721306
OMEGA.2011-11-24T06:35:23.766 0.0239117 0.00652398 1 -0.00104300 0.773194
OMEGA.2012-09-28T07:11:15.666 -0.0180395 -0.152405 0 0.0552050 2.10104
OMEGA.2012-09-28T07:12:55.746 -0.00759395 -0.0992840 0 0.0512130 1.91974
OMEGA.2013-01-12T01:36:16.135 0.0751677 -0.0349630 1 -0.0512310 0.779370
OMEGA.2013-01-12T01:37:59.815 0.0474017 -0.0241602 1 -0.0551880 0.737598
OMEGA.2012-09-12T07:08:27.781 -0.0180478 -0.0177113 1 -4.40000e-05 0.838588
OMEGA.2012-09-12T07:09:56.451 -0.00157495 -0.00184998 1 4.40000e-05 0.759184
OMEGA.2012-10-12T07:29:54.137 -0.0112071 0.0171293 1 0.0124020 1.56098
OMEGA.2012-10-12T07:31:28.627 0.00262641 0.000138958 0 0.00697600 1.90294
OMEGA.2012-11-14T05:32:21.816 -0.00110358 0.0188549 1 -0.00900500 1.45939
OMEGA.2012-11-14T05:33:51.936 -0.0163421 0.0119453 1 -0.0103730 1.49519
OMEGA.2012-09-19T08:14:05.192 -0.0289133 0.0144284 1 -0.00290400 1.27018
OMEGA.2012-09-19T08:15:34.412 -0.00346526 0.00308612 1 0.00290400 1.11264
OMEGA.2012-01-19T02:29:31.805 0.0191250 0.0196863 1 0.00138600 1.09229
OMEGA.2012-01-19T02:30:56.905 0.0336370 -0.0244520 1 -0.00138600 1.21344
OMEGA.2011-12-02T05:09:48.194 0.0229494 0.00877253 1 -0.00257100 1.00737
OMEGA.2011-12-02T05:11:29.305 0.0268209 0.00687472 1 0.00257100 1.00106
OMEGA.2012-08-08T08:57:32.168 0.0103056 0.00479528 1 -0.000376000 0.990535
OMEGA.2012-08-08T08:59:01.998 0.0209025 0.00911603 1 0.000376000 0.959112
OMEGA.2012-11-08T04:10:28.966 -0.0111253 0.00403625 1 0.000626000 1.00489
OMEGA.2012-11-08T04:11:59.426 0.00119526 0.0125586 1 -0.000626000 0.913649
OMEGA.2011-12-30T03:14:15.667 -0.0237958 -0.0200275 1 -0.000185000 0.740555
OMEGA.2011-12-30T03:15:40.658 0.0101439 -0.00831151 1 0.000185000 0.606863
OMEGA.2011-11-28T05:17:25.876 -0.00514112 0.0191369 1 0.000909000 0.572584
OMEGA.2011-11-28T05:18:54.927 0.0115310 0.00668274 1 -0.000909000 0.606315
OMEGA.2012-01-14T02:47:50.423 0.0457142 -0.0332937 1 -0.0557400 0.835005
OMEGA.2012-01-14T02:49:30.304 0.0408134 -0.0502833 1 -0.0611920 0.810637
OMEGA.2013-09-01T08:02:17.662 0.0197186 0.00593350 0 0.0634230 1.72187
OMEGA.2013-09-01T08:04:01.902 0.00986572 0.00555949 0 0.0535090 1.76938
OMEGA.2012-08-05T09:56:24.914 -0.0247039 -0.0194394 1 0.00384300 0.775474
OMEGA.2012-08-05T09:57:52.895 -0.0172398 0.0103117 1 0.00665300 0.856769
OMEGA.2012-09-04T07:42:23.876 0.00810350 -0.0270445 1 -0.00800000 1.03863
OMEGA.2012-09-04T07:43:50.106 0.00508903 0.0113010 0 -0.00249600 1.24534
OMEGA.2012-12-14T03:41:52.141 0.0181436 -0.0241343 1 0.00184300 0.560075
OMEGA.2012-12-14T03:43:23.102 -0.0220466 -0.0208062 1 -0.00184300 0.648052
OMEGA.2012-01-17T02:37:20.081 -0.0305485 0.0190688 1 -0.00182100 0.754601
OMEGA.2012-01-17T02:38:44.973 -0.00786961 -0.00350011 1 0.00182100 0.767316
OMEGA.2012-10-18T07:18:48.236 0.00648745 0.00361761 1 -0.0160890 0.740052
OMEGA.2012-10-18T07:20:12.996 0.00843654 -0.00180739 1 -0.0165050 0.831270
OMEGA.2012-11-25T01:06:49.763 -0.0720055 0.0769723 1 -0.0438170 1.11411
OMEGA.2012-11-25T01:08:18.803 -0.0583767 0.0873075 1 -0.0460520 1.03658
OMEGA.2012-12-17T03:28:30.891 -0.0340281 -0.0111164 1 0.0612850 1.29870
OMEGA.2012-12-17T03:30:00.202 -0.0103953 -0.00905001 1 0.0611780 1.07871
OMEGA.2011-10-26T07:30:37.751 -0.00352837 -0.0203150 1 0.0695550 1.26449
OMEGA.2011-10-26T07:32:17.952 0.00682438 -0.0280244 1 0.0691950 1.20665
OMEGA.2011-11-29T06:24:54.992 0.0973759 0.0373416 1 -0.0659620 0.823812
OMEGA.2011-11-29T06:26:34.953 0.0794595 0.0483162 1 -0.0727870 0.760465
OMEGA.2012-09-30T05:21:33.690 -0.0636492 0.0594722 1 0.000348000 0.701165
OMEGA.2012-09-30T05:22:59.561 -0.0552938 0.0582676 1 -0.00307100 0.674249
OMEGA.2012-10-06T02:59:23.248 0.0170430 0.00478885 0 -0.00456000 1.77097
OMEGA.2012-10-06T03:00:48.198 0.0385570 -0.0185877 0 -0.00375300 1.44873
OMEGA.2012-10-22T03:56:41.076 0.0601538 0.0154119 1 0.00397100 0.929087
OMEGA.2012-10-22T03:58:08.467 0.0122421 0.0196440 1 0.00706500 0.966722
OMEGA.2012-11-14T02:44:16.396 0.0168584 0.0186658 1 -0.00228200 0.998702
OMEGA.2012-11-14T02:45:51.547 0.0211776 0.0162268 1 0.00228200 0.980555
OMEGA.2012-10-07T05:26:33.319 0.00135930 0.00434004 1 -0.000659000 0.927603
OMEGA.2012-10-07T05:28:02.299 0.000818498 0.0156329 1 0.000659000 0.898926
OMEGA.2011-12-19T04:19:11.885 -0.00386653 0.00605978 1 -0.00171100 0.981973
OMEGA.2011-12-19T04:20:38.846 -0.00193771 0.0108729 1 0.00171100 0.895379
OMEGA.2012-10-21T07:32:19.412 -0.0106232 -0.0241731 1 0.00223800 0.967359
OMEGA.2012-10-21T07:33:59.312 -0.00893808 -0.0398600 1 -0.00223800 0.937770
OMEGA.2011-12-21T04:12:47.457 -0.00877688 -0.0149660 0 0.0348440 1.52947
OMEGA.2011-12-21T04:14:16.147 -0.00586213 -0.0115561 0 0.0348540 1.76208
OMEGA.2012-10-09T08:04:57.165 -0.0297526 -0.00285827 1 -0.0358180 0.795727
OMEGA.2012-10-09T08:06:25.775 -0.0158261 0.00531167 1 -0.0338790 0.811863
OMEGA.2012-09-12T08:20:26.522 -0.00209390 0.0327624 1 -0.00186000 0.932565
OMEGA.2012-09-12T08:22:01.452 0.0104737 0.0213171 1 0.00186000 0.910213
OMEGA.2012-09-09T07:34:24.154 0.0206476 -0.0103250 1 0.000572000 0.877692
OMEGA.2012-09-09T07:35:52.554 0.0325660 0.00617027 1 -0.000572000 0.878434
OMEGA.2012-07-30T09:14:26.646 0.00778507 -0.00872081 1 -0.00437200 1.59149
OMEGA.2012-07-30T09:15:52.776 -0.0165458 0.00654499 1 0.00437200 1.36788
OMEGA.2012-10-12T04:54:34.185 -0.0159171 -0.000601236 1 0.00522300 0.980493
OMEGA.2012-10-12T04:56:15.046 0.00855809 0.0110789 1 0.00539100 1.11304
OMEGA.2013-01-13T01:00:25.364 -0.00609163 -0.00628749 1 -0.00543700 0.797066
OMEGA.2013-01-13T01:02:29.144 0.0194161 -0.0502479 1 -0.0315840 0.753438
OMEGA.2013-01-15T01:56:23.036 0.0170257 -0.0134841 1 0.0156970 0.974925
OMEGA.2013-01-15T01:58:08.507 0.0388749 -0.0358648 1 0.0107100 0.949578
OMEGA.2012-09-03T07:30:13.950 0.0437142 0.0506362 0 -0.0120300 1.97130
OMEGA.2012-09-03T07:31:40.181 0.0502380 0.0560747 0 -0.00890200 2.03875
OMEGA.2012-09-26T07:35:27.448 -0.00786651 0.0372550 1 -0.0150520 0.611869
OMEGA.2012-09-26T07:36:54.939 0.00720534 0.0268501 1 -0.0122310 0.629076
OMEGA.2012-09-30T07:03:22.207 0.513276 -0.105851 0 0.0344780 2.34998
OMEGA.2012-09-30T07:04:49.937 0.465687 -0.141480 0 0.0304390 2.02008
OMEGA.2012-10-01T06:06:57.991 0.00125357 -0.00661805 1 -0.00727800 0.664431
OMEGA.2012-10-01T06:08:24.561 0.0193884 0.0206947 1 -0.00929800 0.576467
OMEGA.2012-10-08T07:01:15.192 -0.00277204 0.0130848 1 -0.000366000 0.769977
OMEGA.2012-10-08T07:02:44.865 0.00610848 0.0150086 1 0.000240000 0.756560
OMEGA.2011-11-25T05:55:25.615 -0.0255293 -0.00392729 1 -0.000537000 1.05624
OMEGA.2011-11-25T05:56:59.246 -0.00858702 0.00415092 1 0.000537000 1.00396
OMEGA.2011-11-20T06:35:47.299 0.00156121 -0.0235058 1 0.000381000 1.43877
OMEGA.2011-11-20T06:37:15.980 0.00394303 -0.0120559 1 -0.000381000 1.48553
OMEGA.2012-01-26T01:33:17.453 0.00544908 0.0209912 1 -0.130900 0.680406
OMEGA.2012-01-26T01:34:43.115 -0.00412808 0.0136473 1 0.130900 0.796218
OMEGA.2012-09-13T06:47:12.694 0.0278861 0.0137836 1 -0.000142000 0.680590
OMEGA.2012-09-13T06:48:52.615 0.0247653 -0.00129116 1 0.000142000 0.705151
OMEGA.2012-09-04T07:52:41.358 0.00326752 0.0171997 1 9.40000e-05 1.05355
OMEGA.2012-09-04T07:54:08.098 0.000486438 -0.00553710 1 -9.40000e-05 0.925432
OMEGA.2011-10-28T07:45:49.661 0.107625 0.0178428 1 0.00177300 0.886132
OMEGA.2011-10-28T07:47:20.863 0.103833 0.0218324 1 -0.00177300 0.915681
OMEGA.2012-10-24T03:54:41.637 0.0156309 -0.0184197 1 0.00460500 0.510385
OMEGA.2012-10-24T03:56:08.047 0.0161825 -0.00510695 1 -0.00460500 0.472499
OMEGA.2011-12-22T04:25:03.391 0.0277503 0.0253461 1 0.00196500 0.999841
OMEGA.2011-12-22T04:26:31.991 0.0133715 0.0208458 1 -0.00196500 1.05153
OMEGA.2011-12-30T03:46:54.256 0.0567398 0.00531465 1 0.00112100 0.796654
OMEGA.2011-12-30T03:48:36.877 0.0449012 0.00515046 1 -0.00112100 0.822858
OMEGA.2012-01-20T02:07:38.027 -0.0156918 0.00374393 1 -0.000655000 0.804061
OMEGA.2012-01-20T02:09:02.917 -0.0162024 0.00427200 1 0.000655000 0.853344
OMEGA.2011-11-22T06:10:52.809 0.0110950 0.0160047 1 0.000975000 0.694665
OMEGA.2011-11-22T06:12:22.820 0.0338214 0.0166774 1 -0.000975000 0.688235
OMEGA.2011-11-17T06:50:29.544 -0.0167484 0.00790774 1 0.00272500 1.56991
OMEGA.2011-11-17T06:51:58.535 -0.00480263 -0.0100738 1 0.00326000 1.54414
OMEGA.2012-10-13T07:57:15.352 -0.00769958 -0.00624676 1 -0.00486600 1.38808
OMEGA.2012-10-13T07:58:40.122 -0.00866234 0.0146237 1 -0.00112000 1.28032
OMEGA.2012-01-21T02:45:48.015 0.0173745 0.0245316 1 -0.00177400 0.824280
OMEGA.2012-01-21T02:47:16.666 0.0361999 0.0190585 1 0.00177400 0.716159
OMEGA.2012-10-23T07:30:47.779 0.0109031 -0.00970499 1 -0.000383000 1.24414
OMEGA.2012-10-23T07:32:31.649 0.0119603 0.00729176 1 0.000383000 1.04720
OMEGA.2012-01-16T02:31:48.582 -0.0277422 0.00533943 1 0.00252600 1.05337
OMEGA.2012-01-16T02:33:18.203 -0.00985741 0.0270831 1 -0.00252600 0.882166
OMEGA.2012-09-13T08:14:27.658 -0.0383050 0.00423939 1 0.000564000 0.596947
OMEGA.2012-09-13T08:15:58.998 -0.0418362 0.00699616 1 -0.000564000 0.582865
OMEGA.2012-09-09T06:35:09.286 -0.00473803 -0.000980596 1 -0.00901400 0.871547
OMEGA.2012-09-09T06:36:34.686 -0.0107973 0.0387303 1 0.00901400 0.908957
OMEGA.2011-11-24T06:37:09.138 0.0149920 -0.00362060 1 -0.000447000 0.773196
OMEGA.2011-11-24T06:38:38.288 0.0238790 -0.00263179 1 0.000447000 0.899939
OMEGA.2012-09-28T07:15:29.497 -0.0496263 -0.140096 0 0.0543320 1.87770
OMEGA.2012-09-28T07:17:09.287 0.00602904 -0.134065 0 0.0613650 1.88170
OMEGA.2013-01-12T01:39:49.246 0.0524802 0.0544790 1 -0.0547010 0.819805
OMEGA.2013-01-12T01:41:31.796 0.0699695 -0.00160729 1 -0.0609960 0.784531
OMEGA.2012-09-12T07:12:12.772 0.00549832 -0.0117711 1 4.90000e-05 0.753045
OMEGA.2012-09-12T07:13:37.762 -0.0203034 -0.0170470 1 -4.90000e-05 0.738205
OMEGA.2013-09-02T09:14:28.380 0.00320547 0.0153240 1 -0.00456800 1.52215
OMEGA.2013-09-02T09:16:02.681 0.00634678 0.00146440 1 0.00456800 1.27254
OMEGA.2012-10-13T07:34:46.659 0.00217457 0.00108701 1 0.00272400 1.12872
OMEGA.2012-10-13T07:36:15.269 0.00294806 0.00198741 1 -0.00272400 1.27859
OMEGA.2012-10-12T07:11:04.874 0.00285079 -0.00659787 0 -0.0364630 1.70040
OMEGA.2012-10-12T07:12:31.314 -0.000782481 -0.0116692 0 -0.0422780 2.31382
OMEGA.2013-01-03T02:04:51.208 -0.0322525 -0.0313763 1 0.0406710 0.764255
OMEGA.2013-01-03T02:06:21.118 -0.00416986 -0.0111468 1 0.0380700 0.703454
OMEGA.2012-10-26T02:55:47.933 -0.0158416 -0.00321032 1 0.00195600 0.819374
OMEGA.2012-10-26T02:57:16.584 -0.0298628 -0.00872434 1 -0.00195600 0.742549
OMEGA.2012-10-12T07:33:32.967 -0.0119167 0.00150731 0 0.00689200 1.92074
